,08:00-09:00,09:00-10:00,10:00-11:00,11:00-11:30,11:30-12:30,12:30-13:30,13:30-14:30,14:30-15:30,15:30-16:30,16:30-17:00,17:00-18:00,18:00-19:00
Monday,,,Innovation and Entrepreneurship-Lecture-C204,,Deep Computer Vision-Lecture-C101 | Deep Speech Processing-Lecture-C003 | Large Languange Models-Lecture-C002 | Natural Language Processing-Lecture-C004,,,,Automotive Embedded and Multimedia Systems-Tutorial-C206 | Bioinformatics-Tutorial-C302 | Computer Graphics-Tutorial-C202 | Statistics for Health Technology-Tutorial-C204 | Virtualization and Cloud Computing-Tutorial-C203,,Wireless Communication-Lecture-C206,Deep Computer Vision-Tutorial-C101 | Deep Speech Processing-Tutorial-C003 | Large Languange Models-Tutorial-C002 | Natural Language Processing-Tutorial-C004
Tuesday,Automotive Embedded and Multimedia Systems-Lecture-C202 | Bioinformatics-Lecture-C203 | Computer Graphics-Lecture-C101 | Data Analytics and Visualization-Lecture-C002 | Machine learning-Lecture-C004 | Medical Image Analysis-Lecture-C003 | Statistics for Health Technology-Lecture-C104 | Virtualization and Cloud Computing-Lecture-C102,,Wireless Communication-Lecture-C206,,Innovation and Entrepreneurship-Tutorial-C302,,,Financial Data Analytics-Lecture-C204,Automotive Embedded and Multimedia Systems-Lecture-C202 | Bioinformatics-Lecture-C203 | Computer Graphics-Lecture-C101 | Data Analytics and Visualization-Lecture-C002 | Machine learning-Lecture-C004 | Medical Image Analysis-Lecture-C003 | Statistics for Health Technology-Lecture-C104 | Virtualization and Cloud Computing-Lecture-C102,,,Blockchain Technology-Tutorial-C102 | Design Thinking and Innovation-Tutorial-C002 | Introduction to 5G Network-Tutorial-C101 | Model Checking-Tutorial-C104 | Quantum Communication-Tutorial-C003 | Quantum HPC and AI-Tutorial-C004
Wednesday,Blockchain Technology-Lecture-C102 | Design Thinking and Innovation-Lecture-C002 | Introduction to 5G Network-Lecture-C101 | Model Checking-Lecture-C104 | Quantum Communication-Lecture-C003 | Quantum HPC and AI-Lecture-C004,,,,Innovation and Entrepreneurship-Lecture-C204,,,Financial Data Analytics-Lecture-C204,,,,
Thursday,,Blockchain Technology-Lecture-C102 | Design Thinking and Innovation-Lecture-C002 | Introduction to 5G Network-Lecture-C101 | Model Checking-Lecture-C104 | Quantum Communication-Lecture-C003 | Quantum HPC and AI-Lecture-C004,Automotive Embedded and Multimedia Systems-Tutorial-C202 | Bioinformatics-Tutorial-C203 | Computer Graphics-Tutorial-C101 | Data Analytics and Visualization-Tutorial-C002 | Machine learning-Tutorial-C004 | Medical Image Analysis-Tutorial-C003 | Statistics for Health Technology-Tutorial-C104 | Virtualization and Cloud Computing-Tutorial-C102,,,,,,,,,
Friday,Innovation and Entrepreneurship-Lecture-C302,Deep Computer Vision-Lecture-C101 | Deep Speech Processing-Lecture-C003 | Large Languange Models-Lecture-C002 | Natural Language Processing-Lecture-C004,,,,,,Financial Data Analytics-Lecture-C206,,,,Wireless Communication-Lecture-C104
