,08:00-09:00,09:00-10:00,10:00-11:00,11:00-11:30,11:30-12:30,12:30-13:30,13:30-14:30,14:30-15:30,15:30-16:30,16:30-17:00,17:00-18:00,18:00-19:00
Monday,,,Database Management System-Lecture-Dr. Shirshendu Layek / Dr. Utkarsh Khaire-DSAI-4.0,,Software Engineering-Lecture-Dr. Vivekraj V K / Dr. Sunil Kumar P V-ECE-4.0 | Software Engineering-Lecture-Dr. Vivekraj V K / Dr. Sunil Kumar P V-CSE B-4.0,,,Linear Algebra-Lecture-Dr. Chinmayanand-DSAI-4.0,Virtualization and Cloud Computing-Tutorial-Dr. Malay-DSAI-6.0 | Virtualization and Cloud Computing-Tutorial-Dr. Malay-ECE-6.0 | Virtualization and Cloud Computing-Tutorial-Dr. Malay-CSE-6.0,,Global Business Perspectives-Lecture-Mr. Manmohan Singh ( Course Coordinator: Dr. Rajendra Hegadi)-DSAI-4.0 | Global Business Perspectives-Lecture-Mr. Manmohan Singh ( Course Coordinator: Dr. Rajendra Hegadi)-ECE-4.0,Network Analysis-Lecture-Dr. Sibasankar Padhy-ECE-2.0
Tuesday,Bioinformatics-Lecture-Dr. Sunil Kumar Pv-DSAI-6.0 | Bioinformatics-Lecture-Dr. Sunil Kumar Pv-ECE-6.0 | Bioinformatics-Lecture-Dr. Sunil Kumar Pv-CSE-6.0,,Database Management System-Tutorial-Dr. Shirshendu Layek / Dr. Utkarsh Khaire-DSAI-4.0,,Theory of Computation-Tutorial-Dr. Pavan / Dr. Sunil C K-CSE A-4.0,,,Operating System-Lecture-Dr. Suvadip Hazra / Dr. Malay / Dr. Dibyajyothi Guha-ECE-4.0 | Operating System-Lecture-Dr. Suvadip Hazra / Dr. Malay / Dr. Dibyajyothi Guha-CSE B-4.0,Bioinformatics-Lecture-Dr. Sunil Kumar Pv-DSAI-6.0 | Bioinformatics-Lecture-Dr. Sunil Kumar Pv-ECE-6.0 | Bioinformatics-Lecture-Dr. Sunil Kumar Pv-CSE-6.0,,,Linux for Engineers-Lecture-Dr. Shirshendu Layek-DSAI-2.0 | Linux for Engineers-Lecture-Dr. Shirshendu Layek-ECE-2.0 | Linux for Engineers-Lecture-Dr. Shirshendu Layek-CSE-2.0
Wednesday,Linux for Engineers-Lecture-Dr. Shirshendu Layek-DSAI-2.0 | Linux for Engineers-Lecture-Dr. Shirshendu Layek-ECE-2.0 | Linux for Engineers-Lecture-Dr. Shirshendu Layek-CSE-2.0,,,,Theory of Computation-Lecture-Dr. Pavan / Dr. Sunil C K-CSE B-4.0,,,Operating System-Lecture-Dr. Suvadip Hazra / Dr. Malay / Dr. Dibyajyothi Guha-ECE-4.0 | Operating System-Lecture-Dr. Suvadip Hazra / Dr. Malay / Dr. Dibyajyothi Guha-CSE B-4.0,,,,
Thursday,,Computer Architecture-Lecture-Dr. Manjunath K V-DSAI-2.0,Bioinformatics-Tutorial-Dr. Sunil Kumar Pv-DSAI-6.0 | Bioinformatics-Tutorial-Dr. Sunil Kumar Pv-ECE-6.0 | Bioinformatics-Tutorial-Dr. Sunil Kumar Pv-CSE-6.0,,,,,,,,Linear Algebra-Lecture-Dr. Chinmayanand-DSAI-4.0,
Friday,Theory of Computation-Lecture-Dr. Pavan / Dr. Sunil C K-CSE A-4.0,Network Analysis-Tutorial-Dr. Sibasankar Padhy-ECE-2.0,,,,,,Operating System-Lecture-Dr. Suvadip Hazra / Dr. Malay / Dr. Dibyajyothi Guha-ECE-4.0 | Operating System-Lecture-Dr. Suvadip Hazra / Dr. Malay / Dr. Dibyajyothi Guha-CSE A-4.0,,,,Linear Algebra-Tutorial-Dr. Sibasankar Padhy / Dr. Somen Bhattacharjee-CSE A-2.0
