,08:00-09:00,09:00-10:00,10:00-11:00,11:00-11:30,11:30-12:30,12:30-13:30,13:30-14:30,14:30-15:30,15:30-16:30,16:30-17:00,17:00-18:00,18:00-19:00
Monday,,,,,,,,,,,,
Tuesday,,,,,,,,,Control Systems-Lecture-Dr. Pankaj Kumar-ECE-4.0,,,
Wednesday,Industrial Social Psychology-Lecture-Dr. Navyashree-DSAI-4.0,,,,,,,,,,,
Thursday,,,,,,,,,,,,
Friday,,,,,,,,,,,,
