,08:00-09:00,09:00-10:00,10:00-11:00,11:00-11:30,11:30-12:30,12:30-13:30,13:30-14:30,14:30-15:30,15:30-16:30,16:30-17:00,17:00-18:00,18:00-19:00
Monday,,,,,,,,,,,,
Tuesday,,,,,,,,,Network Analysis-Lecture-Dr. Sibasankar Padhy-ECE-2.0,,,Ethics-Lecture-Dr. Jolly Thomas-ECE-4.0 | Ethics-Lecture-Dr. Jolly Thomas-CSE B-4.0
Wednesday,Software Engineering-Tutorial-Dr. Vivekraj V K / Dr. Sunil Kumar P V-ECE-4.0 | Software Engineering-Tutorial-Dr. Vivekraj V K / Dr. Sunil Kumar P V-CSE B-4.0,,,,,,,,,,,
Thursday,,Linear Algebra-Lecture-Dr. Sibasankar Padhy / Dr. Somen Bhattacharjee-CSE B-2.0,,,,,,,,,,
Friday,,,,,,,,,,,,
