,08:00-09:00,09:00-10:00,10:00-11:00,11:00-11:30,11:30-12:30,12:30-13:30,13:30-14:30,14:30-15:30,15:30-16:30,16:30-17:00,17:00-18:00,18:00-19:00
Monday,,Ethics-Lecture-Dr. Jolly Thomas-ECE-4.0 | Ethics-Lecture-Dr. Jolly Thomas-CSE A-4.0,Mathematical foundations of Computing-Lecture-Dr. Animesh Roy-CSE A-2.0,,Deep Computer Vision-Lecture-Dr. Chinmayanand-DSAI-6.0 | Deep Computer Vision-Lecture-Dr. Chinmayanand-ECE-6.0 | Deep Computer Vision-Lecture-Dr. Chinmayanand-CSE-6.0,,,Cloud Computing-Lecture-Dr. Animesh Chaturvedi-DSAI-6.0,Introduction to Digital VLSI Design-Lecture-Dr. Prakash Pawar-DSAI-2.0 | Introduction to Digital VLSI Design-Lecture-Dr. Prakash Pawar-ECE-2.0 | Introduction to Digital VLSI Design-Lecture-Dr. Prakash Pawar-CSE-2.0,,Data Structures and Algorithms-Lecture-Dr. Sunil Saumya-DSAI-2.0,Deep Computer Vision-Tutorial-Dr. Chinmayanand-DSAI-6.0 | Deep Computer Vision-Tutorial-Dr. Chinmayanand-ECE-6.0 | Deep Computer Vision-Tutorial-Dr. Chinmayanand-CSE-6.0
Tuesday,Computer Graphics-Lecture-Dr. Vivekraj V K-DSAI-6.0 | Computer Graphics-Lecture-Dr. Vivekraj V K-ECE-6.0 | Computer Graphics-Lecture-Dr. Vivekraj V K-CSE-6.0,,Computer Architecture-Lecture-Dr. Jagadish D N-ECE-2.0,,Data Structures and Algorithms-Lecture-Dr. Prabhu Prasad Bm-ECE-2.0,,,Data Structures & Algorithms-Lecture-Dr. C. B. Akki / Dr. Suvadip Hazra-CSE A-2.0,Computer Graphics-Lecture-Dr. Vivekraj V K-DSAI-6.0 | Computer Graphics-Lecture-Dr. Vivekraj V K-ECE-6.0 | Computer Graphics-Lecture-Dr. Vivekraj V K-CSE-6.0,,,Introduction to 5G Network-Tutorial-Dr. Jagadeesha R Bhat-DSAI-6.0 | Introduction to 5G Network-Tutorial-Dr. Jagadeesha R Bhat-ECE-6.0 | Introduction to 5G Network-Tutorial-Dr. Jagadeesha R Bhat-CSE-6.0
Wednesday,Introduction to 5G Network-Lecture-Dr. Jagadeesha R Bhat-DSAI-6.0 | Introduction to 5G Network-Lecture-Dr. Jagadeesha R Bhat-ECE-6.0 | Introduction to 5G Network-Lecture-Dr. Jagadeesha R Bhat-CSE-6.0,Cloud Computing-Lecture-Dr. Animesh Chaturvedi-DSAI-6.0,,,Data Structures & Algorithms-Lecture-Dr. C. B. Akki / Dr. Suvadip Hazra-CSE A-2.0,,,Data Structures & Algorithms-Lecture-Dr. C. B. Akki / Dr. Suvadip Hazra-CSE A-2.0,,,Global Business Perspectives-Lecture-Mr. Manmohan Singh ( Course Coordinator: Dr. Rajendra Hegadi)-DSAI-4.0 | Global Business Perspectives-Lecture-Mr. Manmohan Singh ( Course Coordinator: Dr. Rajendra Hegadi)-ECE-4.0,
Thursday,Economics-Lecture-Dr. Anushree Kini-ECE-4.0,Introduction to 5G Network-Lecture-Dr. Jagadeesha R Bhat-DSAI-6.0 | Introduction to 5G Network-Lecture-Dr. Jagadeesha R Bhat-ECE-6.0 | Introduction to 5G Network-Lecture-Dr. Jagadeesha R Bhat-CSE-6.0,Computer Graphics-Tutorial-Dr. Vivekraj V K-DSAI-6.0 | Computer Graphics-Tutorial-Dr. Vivekraj V K-ECE-6.0 | Computer Graphics-Tutorial-Dr. Vivekraj V K-CSE-6.0,,,,,Ethics-Lecture-Dr. Jolly Thomas-ECE-4.0 | Ethics-Lecture-Dr. Jolly Thomas-CSE A-4.0,,,Cloud Computing-Lecture-Dr. Animesh Chaturvedi-DSAI-6.0,Introduction to Digital VLSI Design-Lecture-Dr. Prakash Pawar-DSAI-2.0 | Introduction to Digital VLSI Design-Lecture-Dr. Prakash Pawar-ECE-2.0 | Introduction to Digital VLSI Design-Lecture-Dr. Prakash Pawar-CSE-2.0
Friday,Data Structures and Algorithms-Lecture-Dr. Prabhu Prasad Bm-ECE-2.0,Deep Computer Vision-Lecture-Dr. Chinmayanand-DSAI-6.0 | Deep Computer Vision-Lecture-Dr. Chinmayanand-ECE-6.0 | Deep Computer Vision-Lecture-Dr. Chinmayanand-CSE-6.0,,,,,,Introduction to Digital VLSI Design-Tutorial-Dr. Prakash Pawar-DSAI-2.0 | Introduction to Digital VLSI Design-Tutorial-Dr. Prakash Pawar-ECE-2.0 | Introduction to Digital VLSI Design-Tutorial-Dr. Prakash Pawar-CSE-2.0,Embedded Systems Design-Tutorial-Dr. Prakash Pawar-ECE-4.0,,Economics-Lecture-Dr. Anushree Kini-ECE-4.0,Data Security and Privacy-Lecture-Dr. Abdul Wahid & Dr. Rajendra Hegadi-DSAI-6.0
