,08:00-09:00,09:00-10:00,10:00-11:00,11:00-11:30,11:30-12:30,12:30-13:30,13:30-14:30,14:30-15:30,15:30-16:30,16:30-17:00,17:00-18:00,18:00-19:00
Monday,,Ethics-Lecture-Dr. Jolly Thomas-ECE-4.0 | Ethics-Lecture-Dr. Jolly Thomas-CSE B-4.0,Mathematical foundations of Computing-Lecture-Dr. Animesh Roy-CSE B-2.0,,Data Structures and Algorithms-Lecture-Dr. Prabhu Prasad Bm-ECE-2.0,,,Embedded Systems Design-Lecture-Dr. Prakash Pawar-ECE-4.0,Introduction to Holistic Personality Development-Lecture-Prof. Chachadi / Dr. Chandrika K-DSAI-2.0 | Introduction to Holistic Personality Development-Lecture-Prof. Chachadi / Dr. Chandrika K-ECE-2.0 | Introduction to Holistic Personality Development-Lecture-Prof. Chachadi / Dr. Chandrika K-CSE-2.0,,Computer Architecture-Lecture-Dr. Jagadish D N-ECE-2.0,Database Management Systems-Lecture-Dr. Pramod Yelmewad / Dr. Abdul Wahid-CSE A-4.0
Tuesday,Virtualization and Cloud Computing-Lecture-Dr. Malay-DSAI-6.0 | Virtualization and Cloud Computing-Lecture-Dr. Malay-ECE-6.0 | Virtualization and Cloud Computing-Lecture-Dr. Malay-CSE-6.0,,Computer Architecture-Lecture-Dr. Manjunath K V-DSAI-2.0,,Data Structures and Algorithms-Lecture-Dr. Sunil Saumya-DSAI-2.0,,,Data Structures & Algorithms-Lecture-Dr. C. B. Akki / Dr. Suvadip Hazra-CSE B-2.0,Virtualization and Cloud Computing-Lecture-Dr. Malay-DSAI-6.0 | Virtualization and Cloud Computing-Lecture-Dr. Malay-ECE-6.0 | Virtualization and Cloud Computing-Lecture-Dr. Malay-CSE-6.0,,,Blockchain Technology-Tutorial-Dr. Rajendra H-DSAI-6.0 | Blockchain Technology-Tutorial-Dr. Rajendra H-ECE-6.0 | Blockchain Technology-Tutorial-Dr. Rajendra H-CSE-6.0
Wednesday,Blockchain Technology-Lecture-Dr. Rajendra H-DSAI-6.0 | Blockchain Technology-Lecture-Dr. Rajendra H-ECE-6.0 | Blockchain Technology-Lecture-Dr. Rajendra H-CSE-6.0,Embedded Systems Design-Lecture-Dr. Prakash Pawar-ECE-4.0,,,Data Structures & Algorithms-Lecture-Dr. C. B. Akki / Dr. Suvadip Hazra-CSE B-2.0,,,Data Structures & Algorithms-Lecture-Dr. C. B. Akki / Dr. Suvadip Hazra-CSE B-2.0,,,Data Security and Privacy-Tutorial-Dr. Abdul Wahid & Dr. Rajendra Hegadi-DSAI-6.0,
Thursday,,Blockchain Technology-Lecture-Dr. Rajendra H-DSAI-6.0 | Blockchain Technology-Lecture-Dr. Rajendra H-ECE-6.0 | Blockchain Technology-Lecture-Dr. Rajendra H-CSE-6.0,Virtualization and Cloud Computing-Tutorial-Dr. Malay-DSAI-6.0 | Virtualization and Cloud Computing-Tutorial-Dr. Malay-ECE-6.0 | Virtualization and Cloud Computing-Tutorial-Dr. Malay-CSE-6.0,,,,,Ethics-Lecture-Dr. Jolly Thomas-ECE-4.0 | Ethics-Lecture-Dr. Jolly Thomas-CSE B-4.0,,,Embedded Systems Design-Lecture-Dr. Prakash Pawar-ECE-4.0,Introduction to Holistic Personality Development-Lecture-Prof. Chachadi / Dr. Chandrika K-DSAI-2.0 | Introduction to Holistic Personality Development-Lecture-Prof. Chachadi / Dr. Chandrika K-ECE-2.0 | Introduction to Holistic Personality Development-Lecture-Prof. Chachadi / Dr. Chandrika K-CSE-2.0
Friday,Data Structures and Algorithms-Lecture-Dr. Sunil Saumya-DSAI-2.0,Database Management Systems-Tutorial-Dr. Pramod Yelmewad / Dr. Abdul Wahid-CSE A-4.0,,,,,,Introduction to Holistic Personality Development-Tutorial-Prof. Chachadi / Dr. Chandrika K-DSAI-2.0 | Introduction to Holistic Personality Development-Tutorial-Prof. Chachadi / Dr. Chandrika K-ECE-2.0 | Introduction to Holistic Personality Development-Tutorial-Prof. Chachadi / Dr. Chandrika K-CSE-2.0,Linear Algebra-Tutorial-Dr. Chinmayanand-DSAI-4.0,,,Control Systems-Lecture-Dr. Pankaj Kumar-ECE-4.0
