,08:00-09:00,09:00-10:00,10:00-11:00,11:00-11:30,11:30-12:30,12:30-13:30,13:30-14:30,14:30-15:30,15:30-16:30,16:30-17:00,17:00-18:00,18:00-19:00
Monday,,Ethics-Lecture-C101 | Ethics-Lecture-C101 | Ethics-Lecture-C102 | Ethics-Lecture-C102,Theory of Computation-Lecture-C104 | Theory of Computation-Lecture-C202 | Database Management System-Lecture-C203 | Analog and Digital Communication-Lecture-C206,,Software Engineering-Lecture-C202 | Software Engineering-Lecture-C202 | Software Engineering-Lecture-C203 | Software Engineering-Lecture-C203 | Software Engineering and Services-Lecture-C204,,,Embedded Systems Design-Lecture-C102 | Linear Algebra-Lecture-C104 | Linear Algebra-Lecture-C202 | Linear Algebra-Lecture-C203,Economics-Lecture-C303,,Database Management Systems-Lecture-C104 | Database Management Systems-Lecture-C202 | Global Business Perspectives-Lecture-C203 | Global Business Perspectives-Lecture-C203,Database Management Systems-Lecture-C102 | Database Management Systems-Lecture-C104 | Control Systems-Lecture-C204 | Industrial Social Psychology-Lecture-C206
Tuesday,,,Software Engineering-Lecture-C104 | Software Engineering-Lecture-C104 | Software Engineering-Lecture-C202 | Software Engineering-Lecture-C202 | Database Management System-Tutorial-C203,,Theory of Computation-Tutorial-C203 | Theory of Computation-Tutorial-C204 | Database Management System-Lecture-C206 | Analog and Digital Communication-Tutorial-C303,,,Operating Systems-Lecture-C104 | Operating System-Lecture-C202 | Operating System-Lecture-C202 | Operating System-Lecture-C203 | Operating System-Lecture-C203,Database Management Systems-Lecture-C204 | Database Management Systems-Lecture-C206 | Software Engineering and Services-Lecture-C303 | Control Systems-Lecture-C305,,,Ethics-Lecture-C303 | Ethics-Lecture-C303 | Ethics-Lecture-C304 | Ethics-Lecture-C304
Wednesday,Software Engineering-Tutorial-C303 | Software Engineering-Tutorial-C303 | Software Engineering-Tutorial-C304 | Software Engineering-Tutorial-C304 | Industrial Social Psychology-Lecture-C305,Embedded Systems Design-Lecture-C102 | Linear Algebra-Lecture-C104,,,Operating Systems-Tutorial-C104 | Theory of Computation-Lecture-C202 | Theory of Computation-Lecture-C203 | Analog and Digital Communication-Lecture-C206,,,Operating Systems-Lecture-C104 | Operating System-Lecture-C202 | Operating System-Lecture-C202 | Operating System-Lecture-C203 | Operating System-Lecture-C203,,,Global Business Perspectives-Lecture-C101 | Global Business Perspectives-Lecture-C101 | Linear Algebra-Lecture-C104 | Linear Algebra-Lecture-C202,
Thursday,Economics-Lecture-C101,Software Engineering-Lecture-C204 | Software Engineering-Lecture-C204 | Software Engineering-Lecture-C206 | Software Engineering-Lecture-C206 | Software Engineering and Services-Lecture-C302,Economics-Tutorial-C204,,,,,Ethics-Lecture-C101 | Ethics-Lecture-C101 | Ethics-Lecture-C102 | Ethics-Lecture-C102,,,Embedded Systems Design-Lecture-C102 | Linear Algebra-Tutorial-C104 | Linear Algebra-Tutorial-C202 | Linear Algebra-Lecture-C203,
Friday,Theory of Computation-Lecture-C203 | Theory of Computation-Lecture-C204 | Database Management System-Lecture-C206 | Analog and Digital Communication-Lecture-C303,Database Management Systems-Tutorial-C102 | Database Management Systems-Tutorial-C104 | Global Business Perspectives-Lecture-C202 | Global Business Perspectives-Lecture-C202,,,,,,Operating Systems-Lecture-C202 | Operating System-Lecture-C203 | Operating System-Lecture-C203 | Operating System-Lecture-C204 | Operating System-Lecture-C204,Embedded Systems Design-Tutorial-C101 | Linear Algebra-Tutorial-C102,,Economics-Lecture-C101,Control Systems-Lecture-C102 | Industrial Social Psychology-Lecture-C202 | Linear Algebra-Lecture-C206 | Linear Algebra-Lecture-C302
