,08:00-09:00,09:00-10:00,10:00-11:00,11:00-11:30,11:30-12:30,12:30-13:30,13:30-14:30,14:30-15:30,15:30-16:30,16:30-17:00,17:00-18:00,18:00-19:00
Monday,,,Optimization-Lecture-C004-2.0 | Database Management System-Lecture-C203-4.0 | Innovation and Entrepreneurship-Lecture-C204-6.0,,Large Languange Models-Lecture-C002-6.0 | Deep Speech Processing-Lecture-C003-6.0 | Natural Language Processing-Lecture-C004-6.0 | Deep Computer Vision-Lecture-C101-6.0 | Computer Architecture-Lecture-C104-2.0 | Software Engineering and Services-Lecture-C204-4.0,,,English Language and Communication-Lecture-C004-2.0 | Cloud Computing-Lecture-C101-6.0 | Linear Algebra-Lecture-C203-4.0,Photography101-Lecture-C002-2.0 | Industry Insights Program Part 1-Lecture-C003-2.0 | Linux for Engineers-Lecture-C004-2.0 | Introduction to Digital VLSI Design-Lecture-C101-2.0 | Introduction to Holistic Personality Development-Lecture-C102-2.0 | Data Science with Python-Lecture-C104-2.0 | Computer Graphics-Tutorial-C202-6.0 | Virtualization and Cloud Computing-Tutorial-C203-6.0 | Statistics for Health Technology-Tutorial-C204-6.0 | Automotive Embedded and Multimedia Systems-Tutorial-C206-6.0 | Bioinformatics-Tutorial-C302-6.0,,Data Structures and Algorithms-Lecture-C101-2.0 | Global Business Perspectives-Lecture-C203-4.0 | Data Security and Privacy-Lecture-C204-6.0,Large Languange Models-Tutorial-C002-6.0 | Deep Speech Processing-Tutorial-C003-6.0 | Natural Language Processing-Tutorial-C004-6.0 | Deep Computer Vision-Tutorial-C101-6.0 | Data Curation Techniques-Lecture-C202-2.0 | Industrial Social Psychology-Lecture-C206-4.0
Tuesday,Data Analytics and Visualization-Lecture-C002-6.0 | Medical Image Analysis-Lecture-C003-6.0 | Machine learning-Lecture-C004-6.0 | Computer Graphics-Lecture-C101-6.0 | Virtualization and Cloud Computing-Lecture-C102-6.0 | Statistics for Health Technology-Lecture-C104-6.0 | Automotive Embedded and Multimedia Systems-Lecture-C202-6.0 | Bioinformatics-Lecture-C203-6.0,,Computer Architecture-Lecture-C102-2.0 | Database Management System-Tutorial-C203-4.0 | Data Security and Privacy-Lecture-C204-6.0,,Data Structures and Algorithms-Lecture-C102-2.0 | Database Management System-Lecture-C206-4.0 | Innovation and Entrepreneurship-Tutorial-C302-6.0,,,Optimization-Lecture-C004-2.0 | Operating Systems-Lecture-C104-4.0 | Financial Data Analytics-Lecture-C204-6.0,Data Analytics and Visualization-Lecture-C002-6.0 | Medical Image Analysis-Lecture-C003-6.0 | Machine learning-Lecture-C004-6.0 | Computer Graphics-Lecture-C101-6.0 | Virtualization and Cloud Computing-Lecture-C102-6.0 | Statistics for Health Technology-Lecture-C104-6.0 | Automotive Embedded and Multimedia Systems-Lecture-C202-6.0 | Bioinformatics-Lecture-C203-6.0 | Data Curation Techniques-Lecture-C302-2.0 | Software Engineering and Services-Lecture-C303-4.0,,,Design Thinking and Innovation-Tutorial-C002-6.0 | Quantum Communication-Tutorial-C003-6.0 | Quantum HPC and AI-Tutorial-C004-6.0 | Introduction to 5G Network-Tutorial-C101-6.0 | Blockchain Technology-Tutorial-C102-6.0 | Model Checking-Tutorial-C104-6.0 | Industry Insights Program Part 1-Lecture-C202-2.0 | Linux for Engineers-Lecture-C203-2.0 | Introduction to Digital VLSI Design-Lecture-C204-2.0 | Introduction to Holistic Personality Development-Lecture-C206-2.0 | Data Science with Python-Lecture-C302-2.0
Wednesday,Design Thinking and Innovation-Lecture-C002-6.0 | Quantum Communication-Lecture-C003-6.0 | Quantum HPC and AI-Lecture-C004-6.0 | Introduction to 5G Network-Lecture-C101-6.0 | Blockchain Technology-Lecture-C102-6.0 | Model Checking-Lecture-C104-6.0 | Industry Insights Program Part 1-Lecture-C202-2.0 | Linux for Engineers-Lecture-C203-2.0 | Introduction to Digital VLSI Design-Lecture-C204-2.0 | Introduction to Holistic Personality Development-Lecture-C206-2.0 | Data Science with Python-Lecture-C302-2.0 | Industrial Social Psychology-Lecture-C305-4.0,Cloud Computing-Lecture-C101-6.0 | Linear Algebra-Lecture-C104-4.0,,,Optimization-Tutorial-C004-2.0 | Operating Systems-Tutorial-C104-4.0 | Innovation and Entrepreneurship-Lecture-C204-6.0,,,Optimization-Lecture-C004-2.0 | Operating Systems-Lecture-C104-4.0 | Financial Data Analytics-Lecture-C204-6.0,,,English Language and Communication-Lecture-C004-2.0 | Global Business Perspectives-Lecture-C101-4.0 | Data Security and Privacy-Tutorial-C102-6.0,
Thursday,,Design Thinking and Innovation-Lecture-C002-6.0 | Quantum Communication-Lecture-C003-6.0 | Quantum HPC and AI-Lecture-C004-6.0 | Introduction to 5G Network-Lecture-C101-6.0 | Blockchain Technology-Lecture-C102-6.0 | Model Checking-Lecture-C104-6.0 | Computer Architecture-Lecture-C203-2.0 | Software Engineering and Services-Lecture-C302-4.0,Data Analytics and Visualization-Tutorial-C002-6.0 | Medical Image Analysis-Tutorial-C003-6.0 | Machine learning-Tutorial-C004-6.0 | Computer Graphics-Tutorial-C101-6.0 | Virtualization and Cloud Computing-Tutorial-C102-6.0 | Statistics for Health Technology-Tutorial-C104-6.0 | Automotive Embedded and Multimedia Systems-Tutorial-C202-6.0 | Bioinformatics-Tutorial-C203-6.0,,,,,,,,Cloud Computing-Lecture-C101-6.0 | Linear Algebra-Lecture-C203-4.0,Photography101-Lecture-C002-2.0 | Industry Insights Program Part 1-Lecture-C003-2.0 | Linux for Engineers-Lecture-C004-2.0 | Introduction to Digital VLSI Design-Lecture-C101-2.0 | Introduction to Holistic Personality Development-Lecture-C102-2.0 | Data Science with Python-Lecture-C104-2.0
Friday,Data Structures and Algorithms-Lecture-C102-2.0 | Database Management System-Lecture-C206-4.0 | Innovation and Entrepreneurship-Lecture-C302-6.0,Large Languange Models-Lecture-C002-6.0 | Deep Speech Processing-Lecture-C003-6.0 | Natural Language Processing-Lecture-C004-6.0 | Deep Computer Vision-Lecture-C101-6.0 | Global Business Perspectives-Lecture-C202-4.0,,,,,,Photography101-Tutorial-C002-2.0 | Industry Insights Program Part 1-Tutorial-C003-2.0 | Linux for Engineers-Tutorial-C004-2.0 | Introduction to Digital VLSI Design-Tutorial-C101-2.0 | Introduction to Holistic Personality Development-Tutorial-C102-2.0 | Data Science with Python-Tutorial-C104-2.0 | Operating Systems-Lecture-C202-4.0 | Financial Data Analytics-Lecture-C206-6.0,Linear Algebra-Tutorial-C102-4.0,,,English Language and Communication-Lecture-C004-2.0 | Data Security and Privacy-Lecture-C101-6.0 | Industrial Social Psychology-Lecture-C202-4.0
