,08:00-09:00,09:00-10:00,10:00-11:00,11:00-11:30,11:30-12:30,12:30-13:30,13:30-14:30,14:30-15:30,15:30-16:30,16:30-17:00,17:00-18:00,18:00-19:00
Monday,,Ethics-Lecture-C101-4.0,Mathematical foundations of Computing-Lecture-C101-2.0 | Theory of Computation-Lecture-C104-4.0,,Software Engineering-Lecture-C202-4.0 | Economics/ Innovation and Entrepreneurship-Lecture-C206-2.0,,,Linear Algebra-Lecture-C104-4.0,,,Database Management Systems-Lecture-C104-4.0 | Economics/ Innovation and Entrepreneurship-Tutorial-C302-2.0,Database Management Systems-Lecture-C102-4.0 | Linear Algebra-Lecture-C302-2.0
Tuesday,,,Software Engineering-Lecture-C104-4.0 | Economics/ Innovation and Entrepreneurship-Lecture-C302-2.0,,Mathematical foundations of Computing-Lecture-C104-2.0 | Theory of Computation-Tutorial-C203-4.0,,,Data Structures & Algorithms-Lecture-C101-2.0 | Operating System-Lecture-C202-4.0,Database Management Systems-Lecture-C204-4.0,,,Ethics-Lecture-C303-4.0
Wednesday,Software Engineering-Tutorial-C303-4.0,,,,Data Structures & Algorithms-Lecture-C101-2.0 | Theory of Computation-Lecture-C202-4.0,,,Data Structures & Algorithms-Lecture-C101-2.0 | Operating System-Lecture-C202-4.0,,,Linear Algebra-Lecture-C104-4.0,
Thursday,,Software Engineering-Lecture-C204-4.0 | Linear Algebra-Lecture-C303-2.0,,,,,,Ethics-Lecture-C101-4.0,,,Linear Algebra-Tutorial-C104-4.0,
Friday,Mathematical foundations of Computing-Lecture-C104-2.0 | Theory of Computation-Lecture-C203-4.0,Database Management Systems-Tutorial-C102-4.0 | Linear Algebra-Lecture-C204-2.0,,,,,,Operating System-Lecture-C203-4.0,,,,Linear Algebra-Tutorial-C203-2.0 | Linear Algebra-Lecture-C206-4.0
