,08:00-09:00,09:00-10:00,10:00-11:00,11:00-11:30,11:30-12:30,12:30-13:30,13:30-14:30,14:30-15:30,15:30-16:30,16:30-17:00,17:00-18:00,18:00-19:00
Monday,,,Database Management System-Lecture-C203-DSAI-4,,,,,,,,,
Tuesday,,,Database Management System-Tutorial-C203-DSAI-4,,Database Management System-Lecture-C206-DSAI-4,,,"Financial Data Analytics-Lecture-C204-DSAI-6, ECE-6",,,,
Wednesday,,,,,,,,"Financial Data Analytics-Lecture-C204-DSAI-6, ECE-6",,,,
Thursday,,,,,,,,,,,,
Friday,Database Management System-Lecture-C206-DSAI-4,,,,,,,"Financial Data Analytics-Lecture-C206-DSAI-6, ECE-6",,,,
