,08:00-09:00,09:00-10:00,10:00-11:00,11:00-11:30,11:30-12:30,12:30-13:30,13:30-14:30,14:30-15:30,15:30-16:30,16:30-17:00,17:00-18:00,18:00-19:00
Monday,,,,,Computer Architecture-Lecture-C104-DSAI-2,,,,,,,
Tuesday,,,Computer Architecture-Lecture-C102-DSAI-2,,,,,Operating Systems-Lecture-C104-DSAI-4,,,,
Wednesday,,,,,Operating Systems-Tutorial-C104-DSAI-4,,,Operating Systems-Lecture-C104-DSAI-4,,,,
Thursday,,Computer Architecture-Lecture-C203-DSAI-2,,,,,,,,,,
Friday,,,,,,,,Operating Systems-Lecture-C202-DSAI-4,,,,
