,08:00-09:00,09:00-10:00,10:00-11:00,11:00-11:30,11:30-12:30,12:30-13:30,13:30-14:30,14:30-15:30,15:30-16:30,16:30-17:00,17:00-18:00,18:00-19:00
Monday,,,,,,,,,,,,
Tuesday,,,,,,,,,,,,"Design Thinking and Innovation-Tutorial-C002-DSAI-6, ECE-6, CSE-6 | Introduction to 5G Network-Tutorial-C101-DSAI-6, ECE-6, CSE-6"
Wednesday,"Design Thinking and Innovation-Lecture-C002-DSAI-6, ECE-6, CSE-6 | Introduction to 5G Network-Lecture-C101-DSAI-6, ECE-6, CSE-6",,,,,,,,,,,
Thursday,,"Design Thinking and Innovation-Lecture-C002-DSAI-6, ECE-6, CSE-6 | Introduction to 5G Network-Lecture-C101-DSAI-6, ECE-6, CSE-6",,,,,,,,,,
Friday,,,,,,,,,,,,
