,08:00-09:00,09:00-10:00,10:00-11:00,11:00-11:30,11:30-12:30,12:30-13:30,13:30-14:30,14:30-15:30,15:30-16:30,16:30-17:00,17:00-18:00,18:00-19:00
Monday,,,,,,,,,"Industry Insights Program Part 1-Lecture-C003-DSAI-2, ECE-2, CSE-2",,,
Tuesday,,,,,,,,,,,,"Industry Insights Program Part 1-Lecture-C202-DSAI-2, ECE-2, CSE-2"
Wednesday,"Industry Insights Program Part 1-Lecture-C202-DSAI-2, ECE-2, CSE-2",,,,,,,,,,,
Thursday,,,,,,,,,,,,"Industry Insights Program Part 1-Lecture-C003-DSAI-2, ECE-2, CSE-2"
Friday,,,,,,,,"Industry Insights Program Part 1-Tutorial-C003-DSAI-2, ECE-2, CSE-2",,,,
