,08:00-09:00,09:00-10:00,10:00-11:00,11:00-11:30,11:30-12:30,12:30-13:30,13:30-14:30,14:30-15:30,15:30-16:30,16:30-17:00,17:00-18:00,18:00-19:00
Monday,,,,,,,,,,,Computer Architecture-Lecture-C102-ECE-2,
Tuesday,,,Computer Architecture-Lecture-C101-ECE-2,,,,,,,,,
Wednesday,,,,,,,,,,,,
Thursday,,Computer Architecture-Lecture-C202-ECE-2,,,,,,,,,,
Friday,,,,,,,,,,,,
