,08:00-09:00,09:00-10:00,10:00-11:00,11:00-11:30,11:30-12:30,12:30-13:30,13:30-14:30,14:30-15:30,15:30-16:30,16:30-17:00,17:00-18:00,18:00-19:00
Monday,,,,,,,,,,,,Industrial Social Psychology-Lecture-C206-DSAI-4
Tuesday,,,,,,,,,,,,
Wednesday,Industrial Social Psychology-Lecture-C305-DSAI-4,,,,,,,,,,,
Thursday,,,,,,,,,,,,
Friday,,,,,,,,,,,,Industrial Social Psychology-Lecture-C202-DSAI-4
