,08:00-09:00,09:00-10:00,10:00-11:00,11:00-11:30,11:30-12:30,12:30-13:30,13:30-14:30,14:30-15:30,15:30-16:30,16:30-17:00,17:00-18:00,18:00-19:00
Monday,,,Analog and Digital Communication-Lecture-C206-ECE-4,,,,,,,,,
Tuesday,,,,,Analog and Digital Communication-Tutorial-C303-ECE-4,,,,,,,
Wednesday,,,,,Analog and Digital Communication-Lecture-C206-ECE-4,,,,,,,
Thursday,,,,,,,,,,,,
Friday,Analog and Digital Communication-Lecture-C303-ECE-4,,,,,,,,,,,
