,08:00-09:00,09:00-10:00,10:00-11:00,11:00-11:30,11:30-12:30,12:30-13:30,13:30-14:30,14:30-15:30,15:30-16:30,16:30-17:00,17:00-18:00,18:00-19:00
Monday,,,,,,,,,,,,
Tuesday,,,,,,,,,,,,"Blockchain Technology-Tutorial-C102-DSAI-6, ECE-6, CSE-6"
Wednesday,"Blockchain Technology-Lecture-C102-DSAI-6, ECE-6, CSE-6",,,,,,,,,,,
Thursday,,"Blockchain Technology-Lecture-C102-DSAI-6, ECE-6, CSE-6",,,,,,,,,,
Friday,,,,,,,,,,,,
